id,longitude,latitude,ocean_proximity
4945,-118.29,34.01,<1H OCEAN
4946,-118.3,34.01,<1H OCEAN
4947,-118.3,34.02,<1H OCEAN
4948,-118.29,34.02,<1H OCEAN
4949,-118.3,34.02,<1H OCEAN
4950,-118.3,34.01,<1H OCEAN
4951,-118.31,34.01,<1H OCEAN
4952,-118.31,34.02,<1H OCEAN
4953,-118.31,34.02,<1H OCEAN
4954,-118.31,34.01,<1H OCEAN
4955,-118.31,34.02,<1H OCEAN
4956,-118.31,34.01,<1H OCEAN
4957,-118.31,34.01,<1H OCEAN
4958,-118.31,34.01,<1H OCEAN
4959,-118.29,34.01,<1H OCEAN
4960,-118.29,34.01,<1H OCEAN
4961,-118.3,34,<1H OCEAN
4962,-118.3,34.01,<1H OCEAN
4963,-118.3,34.01,<1H OCEAN
4964,-118.28,34.01,<1H OCEAN
4965,-118.28,34,<1H OCEAN
4966,-118.29,34,<1H OCEAN
4967,-118.29,34.01,<1H OCEAN
4968,-118.29,34.01,<1H OCEAN
4969,-118.28,34.01,<1H OCEAN
4970,-118.28,34,<1H OCEAN
4971,-118.28,34.01,<1H OCEAN
4972,-118.28,34.01,<1H OCEAN
4973,-118.28,34,<1H OCEAN
4974,-118.28,34,<1H OCEAN
4975,-118.28,34,<1H OCEAN
4976,-118.28,34,<1H OCEAN
4977,-118.28,34,<1H OCEAN
4978,-118.29,34,<1H OCEAN
4979,-118.29,34,<1H OCEAN
4980,-118.29,34,<1H OCEAN
4981,-118.3,34,<1H OCEAN
4982,-118.3,34,<1H OCEAN
4983,-118.29,34,<1H OCEAN
4984,-118.3,34,<1H OCEAN
4985,-118.3,34,<1H OCEAN
4986,-118.31,34,<1H OCEAN
4987,-118.3,34,<1H OCEAN
4988,-118.31,34,<1H OCEAN
4989,-118.31,34,<1H OCEAN
4990,-118.31,34,<1H OCEAN
4991,-118.31,33.99,<1H OCEAN
4992,-118.31,33.99,<1H OCEAN
4993,-118.31,33.99,<1H OCEAN
4994,-118.31,33.99,<1H OCEAN
4995,-118.29,33.99,<1H OCEAN
4996,-118.3,33.99,<1H OCEAN
4997,-118.3,33.99,<1H OCEAN
4998,-118.28,33.99,<1H OCEAN
4999,-118.29,33.99,<1H OCEAN
5000,-118.28,33.99,<1H OCEAN
5001,-118.28,33.99,<1H OCEAN
5002,-118.28,33.99,<1H OCEAN
5003,-118.32,34.01,<1H OCEAN
5004,-118.32,34.02,<1H OCEAN
5005,-118.32,34.02,<1H OCEAN
5006,-118.32,34.01,<1H OCEAN
5007,-118.32,34.01,<1H OCEAN
5008,-118.33,34.02,<1H OCEAN
5009,-118.33,34.01,<1H OCEAN
5010,-118.33,34.02,<1H OCEAN
5011,-118.32,34.01,<1H OCEAN
5012,-118.33,34.01,<1H OCEAN
5013,-118.33,34.01,<1H OCEAN
5014,-118.33,34.01,<1H OCEAN
5015,-118.32,34,<1H OCEAN
5016,-118.32,34,<1H OCEAN
5017,-118.33,34,<1H OCEAN
5018,-118.33,34,<1H OCEAN
5019,-118.33,34,<1H OCEAN
5020,-118.32,33.99,<1H OCEAN
5021,-118.32,33.99,<1H OCEAN
5022,-118.33,33.99,<1H OCEAN
5023,-118.33,33.99,<1H OCEAN
5024,-118.34,33.99,<1H OCEAN
5025,-118.32,33.99,<1H OCEAN
5026,-118.32,33.99,<1H OCEAN
5027,-118.33,33.99,<1H OCEAN
5028,-118.34,33.99,<1H OCEAN
5029,-118.32,33.98,<1H OCEAN
5030,-118.32,33.98,<1H OCEAN
5031,-118.32,33.98,<1H OCEAN
5032,-118.32,33.98,<1H OCEAN
5033,-118.33,33.98,<1H OCEAN
5034,-118.33,33.98,<1H OCEAN
5035,-118.33,33.98,<1H OCEAN
5036,-118.34,33.99,<1H OCEAN
5037,-118.34,33.98,<1H OCEAN
5038,-118.35,33.99,<1H OCEAN
5039,-118.35,33.98,<1H OCEAN
5040,-118.34,33.99,<1H OCEAN
5041,-118.32,33.98,<1H OCEAN
5042,-118.32,33.97,<1H OCEAN
5043,-118.32,33.98,<1H OCEAN
5044,-118.33,33.98,<1H OCEAN
5045,-118.33,33.97,<1H OCEAN
5046,-118.33,33.97,<1H OCEAN
5047,-118.36,34.02,<1H OCEAN
5048,-118.36,34.01,<1H OCEAN
5049,-118.37,34.02,<1H OCEAN
5050,-118.38,34.02,<1H OCEAN
5051,-118.33,34.02,<1H OCEAN
5052,-118.34,34.01,<1H OCEAN
5053,-118.34,34.01,<1H OCEAN
5054,-118.34,34.01,<1H OCEAN
5055,-118.34,34.02,<1H OCEAN
5056,-118.35,34.02,<1H OCEAN
5057,-118.35,34.02,<1H OCEAN
5058,-118.35,34.02,<1H OCEAN
5059,-118.35,34.01,<1H OCEAN
5060,-118.35,34.01,<1H OCEAN
5061,-118.35,34,<1H OCEAN
5062,-118.28,33.99,<1H OCEAN
5063,-118.28,33.99,<1H OCEAN
5064,-118.29,33.99,<1H OCEAN
5065,-118.29,33.98,<1H OCEAN
5066,-118.29,33.99,<1H OCEAN
5067,-118.3,33.99,<1H OCEAN
5068,-118.3,33.99,<1H OCEAN
5069,-118.3,33.98,<1H OCEAN
5070,-118.3,33.99,<1H OCEAN
5071,-118.31,33.98,<1H OCEAN
5072,-118.31,33.99,<1H OCEAN
5073,-118.31,33.98,<1H OCEAN
5074,-118.31,33.98,<1H OCEAN
5075,-118.31,33.98,<1H OCEAN
5076,-118.31,33.98,<1H OCEAN
5077,-118.32,33.98,<1H OCEAN
5078,-118.29,33.98,<1H OCEAN
5079,-118.29,33.98,<1H OCEAN
5080,-118.3,33.98,<1H OCEAN
5081,-118.3,33.98,<1H OCEAN
5082,-118.3,33.98,<1H OCEAN
5083,-118.3,33.98,<1H OCEAN
5084,-118.29,33.98,<1H OCEAN
5085,-118.29,33.98,<1H OCEAN
5086,-118.28,33.98,<1H OCEAN
5087,-118.28,33.98,<1H OCEAN
5088,-118.28,33.98,<1H OCEAN
5089,-118.28,33.98,<1H OCEAN
5090,-118.29,33.98,<1H OCEAN
5091,-118.28,33.97,<1H OCEAN
5092,-118.28,33.97,<1H OCEAN
5093,-118.28,33.97,<1H OCEAN
5094,-118.29,33.97,<1H OCEAN
5095,-118.3,33.97,<1H OCEAN
5096,-118.3,33.97,<1H OCEAN
5097,-118.3,33.97,<1H OCEAN
5098,-118.3,33.97,<1H OCEAN
5099,-118.31,33.97,<1H OCEAN
5100,-118.31,33.97,<1H OCEAN
5101,-118.31,33.97,<1H OCEAN
5102,-118.31,33.97,<1H OCEAN
5103,-118.31,33.94,<1H OCEAN
5104,-118.3,33.95,<1H OCEAN
5105,-118.31,33.95,<1H OCEAN
5106,-118.31,33.95,<1H OCEAN
5107,-118.31,33.95,<1H OCEAN
5108,-118.31,33.94,<1H OCEAN
5109,-118.31,33.96,<1H OCEAN
5110,-118.31,33.96,<1H OCEAN
5111,-118.31,33.96,<1H OCEAN
5112,-118.31,33.96,<1H OCEAN
5113,-118.29,33.97,<1H OCEAN
5114,-118.29,33.96,<1H OCEAN
5115,-118.3,33.96,<1H OCEAN
5116,-118.3,33.96,<1H OCEAN
5117,-118.28,33.96,<1H OCEAN
5118,-118.28,33.96,<1H OCEAN
5119,-118.28,33.97,<1H OCEAN
5120,-118.29,33.96,<1H OCEAN
5121,-118.3,33.96,<1H OCEAN
5122,-118.31,33.96,<1H OCEAN
5123,-118.31,33.96,<1H OCEAN
5124,-118.31,33.96,<1H OCEAN
5125,-118.26,33.99,<1H OCEAN
5126,-118.27,33.98,<1H OCEAN
5127,-118.28,33.99,<1H OCEAN
5128,-118.27,33.99,<1H OCEAN
5129,-118.28,33.98,<1H OCEAN
5130,-118.27,33.98,<1H OCEAN
5131,-118.27,33.98,<1H OCEAN
5132,-118.27,33.98,<1H OCEAN
5133,-118.26,33.98,<1H OCEAN
5134,-118.26,33.97,<1H OCEAN
5135,-118.26,33.97,<1H OCEAN
5136,-118.26,33.97,<1H OCEAN
5137,-118.26,33.97,<1H OCEAN
5138,-118.27,33.97,<1H OCEAN
5139,-118.28,33.97,<1H OCEAN
5140,-118.27,33.97,<1H OCEAN
5141,-118.28,33.97,<1H OCEAN
5142,-118.27,33.96,<1H OCEAN
5143,-118.27,33.96,<1H OCEAN
5144,-118.28,33.96,<1H OCEAN
5145,-118.26,33.97,<1H OCEAN
5146,-118.26,33.96,<1H OCEAN
5147,-118.26,33.96,<1H OCEAN
5148,-118.26,33.97,<1H OCEAN
5149,-118.27,33.97,<1H OCEAN
5150,-118.27,33.96,<1H OCEAN
5151,-118.27,33.96,<1H OCEAN
5152,-118.27,33.95,<1H OCEAN
5153,-118.26,33.95,<1H OCEAN
5154,-118.26,33.95,<1H OCEAN
5155,-118.26,33.96,<1H OCEAN
5156,-118.26,33.96,<1H OCEAN
5157,-118.28,33.96,<1H OCEAN
5158,-118.28,33.95,<1H OCEAN
5159,-118.28,33.96,<1H OCEAN
5160,-118.28,33.96,<1H OCEAN
5161,-118.28,33.96,<1H OCEAN
5162,-118.29,33.95,<1H OCEAN
5163,-118.29,33.95,<1H OCEAN
5164,-118.29,33.96,<1H OCEAN
5165,-118.29,33.95,<1H OCEAN
5166,-118.29,33.95,<1H OCEAN
5167,-118.28,33.94,<1H OCEAN
5168,-118.29,33.94,<1H OCEAN
5169,-118.27,33.95,<1H OCEAN
5170,-118.27,33.95,<1H OCEAN
5171,-118.27,33.94,<1H OCEAN
5172,-118.28,33.94,<1H OCEAN
5173,-118.28,33.95,<1H OCEAN
5174,-118.27,33.95,<1H OCEAN
5175,-118.27,33.95,<1H OCEAN
5176,-118.27,33.95,<1H OCEAN
5177,-118.27,33.95,<1H OCEAN
5178,-118.25,33.95,<1H OCEAN
5179,-118.26,33.94,<1H OCEAN
5180,-118.26,33.95,<1H OCEAN
5181,-118.26,33.95,<1H OCEAN
5182,-118.26,33.94,<1H OCEAN
5183,-118.25,33.94,<1H OCEAN
5184,-118.26,33.94,<1H OCEAN
5185,-118.27,33.94,<1H OCEAN
5186,-118.26,33.94,<1H OCEAN
5187,-118.26,33.93,<1H OCEAN
5188,-118.27,33.93,<1H OCEAN
5189,-118.27,33.94,<1H OCEAN
5190,-118.27,33.94,<1H OCEAN
5191,-118.27,33.93,<1H OCEAN
5192,-118.26,33.93,<1H OCEAN
5193,-118.26,33.93,<1H OCEAN
5194,-118.25,33.93,<1H OCEAN
5195,-118.26,33.92,<1H OCEAN
5196,-118.27,33.92,<1H OCEAN
5197,-118.27,33.94,<1H OCEAN
5198,-118.27,33.94,<1H OCEAN
5199,-118.27,33.94,<1H OCEAN
5200,-118.28,33.93,<1H OCEAN
5201,-118.28,33.94,<1H OCEAN
5202,-118.28,33.94,<1H OCEAN
5203,-118.28,33.94,<1H OCEAN
5204,-118.28,33.93,<1H OCEAN
5205,-118.29,33.93,<1H OCEAN
5206,-118.29,33.94,<1H OCEAN
5207,-118.28,33.93,<1H OCEAN
5208,-118.29,33.92,<1H OCEAN
5209,-118.29,33.93,<1H OCEAN
5210,-118.27,33.93,<1H OCEAN
5211,-118.28,33.92,<1H OCEAN
5212,-118.28,33.93,<1H OCEAN
5213,-118.28,33.93,<1H OCEAN
5214,-118.28,33.93,<1H OCEAN
5215,-118.25,33.94,<1H OCEAN
5216,-118.25,33.94,<1H OCEAN
5217,-118.25,33.94,<1H OCEAN
5218,-118.23,33.95,<1H OCEAN
5219,-118.24,33.95,<1H OCEAN
5220,-118.24,33.95,<1H OCEAN
5221,-118.24,33.95,<1H OCEAN
5222,-118.24,33.95,<1H OCEAN
5223,-118.25,33.95,<1H OCEAN
5224,-118.24,33.95,<1H OCEAN
5225,-118.25,33.95,<1H OCEAN
5226,-118.25,33.93,<1H OCEAN
5227,-118.25,33.93,<1H OCEAN
5228,-118.25,33.93,<1H OCEAN
5229,-118.24,33.94,<1H OCEAN
5230,-118.24,33.94,<1H OCEAN
5231,-118.24,33.93,<1H OCEAN
5232,-118.24,33.93,<1H OCEAN
5233,-118.24,33.94,<1H OCEAN
5234,-118.24,33.94,<1H OCEAN
5235,-118.23,33.94,<1H OCEAN
5236,-118.23,33.94,<1H OCEAN
5237,-118.23,33.94,<1H OCEAN
5238,-118.24,33.94,<1H OCEAN
5239,-118.23,33.93,<1H OCEAN
5240,-118.23,33.93,<1H OCEAN
5241,-118.24,33.93,<1H OCEAN
5242,-118.39,34.12,<1H OCEAN
5243,-118.4,34.11,<1H OCEAN
5244,-118.42,34.12,<1H OCEAN
5245,-118.43,34.11,<1H OCEAN
5246,-118.43,34.09,<1H OCEAN
5247,-118.45,34.12,<1H OCEAN
5248,-118.44,34.09,<1H OCEAN
5249,-118.43,34.08,<1H OCEAN
5250,-118.45,34.08,<1H OCEAN
5251,-118.45,34.1,<1H OCEAN
5252,-118.46,34.08,<1H OCEAN
5253,-118.47,34.1,<1H OCEAN
5254,-118.49,34.11,<1H OCEAN
5255,-118.48,34.07,<1H OCEAN
5256,-118.48,34.07,<1H OCEAN
5257,-118.48,34.07,<1H OCEAN
5258,-118.49,34.06,<1H OCEAN
5259,-118.49,34.07,<1H OCEAN
5260,-118.51,34.11,<1H OCEAN
5261,-118.5,34.05,<1H OCEAN
5262,-118.53,34.09,<1H OCEAN
5263,-118.52,34.05,<1H OCEAN
5264,-118.52,34.04,<1H OCEAN
5265,-118.57,34.09,<1H OCEAN
5266,-118.54,34.05,<1H OCEAN
5267,-118.55,34.04,<1H OCEAN
5268,-118.56,34.03,<1H OCEAN
5269,-118.56,34.06,<1H OCEAN
5270,-118.54,34.06,<1H OCEAN
5271,-118.55,34.03,<1H OCEAN
5272,-118.52,34.04,<1H OCEAN
5273,-118.52,34.04,<1H OCEAN
5274,-118.53,34.04,<1H OCEAN
5275,-118.53,34.03,<1H OCEAN
5276,-118.5,34.05,<1H OCEAN
5277,-118.55,33.99,NEAR OCEAN
5278,-118.51,34.04,<1H OCEAN
5279,-118.47,34.06,<1H OCEAN
5280,-118.47,34.06,<1H OCEAN
5281,-118.48,34.05,<1H OCEAN
5282,-118.49,34.05,<1H OCEAN
5283,-118.47,34.06,<1H OCEAN
5284,-118.46,34.06,<1H OCEAN
5285,-118.47,34.05,<1H OCEAN
5286,-118.46,34.05,<1H OCEAN
5287,-118.46,34.05,<1H OCEAN
5288,-118.47,34.05,<1H OCEAN
5289,-118.47,34.05,<1H OCEAN
5290,-118.48,34.05,<1H OCEAN
5291,-118.49,34.05,<1H OCEAN
5292,-118.42,34.08,<1H OCEAN
5293,-118.43,34.07,<1H OCEAN
5294,-118.43,34.07,<1H OCEAN
5295,-118.44,34.07,<1H OCEAN
5296,-118.44,34.07,<1H OCEAN
5297,-118.44,34.06,<1H OCEAN
5298,-118.44,34.07,<1H OCEAN
5299,-118.44,34.06,<1H OCEAN
5300,-118.45,34.07,<1H OCEAN
5301,-118.45,34.07,<1H OCEAN
5302,-118.45,34.06,<1H OCEAN
5303,-118.46,34.06,<1H OCEAN
5304,-118.46,34.07,<1H OCEAN
5305,-118.46,34.07,<1H OCEAN
5306,-118.46,34.07,<1H OCEAN
5307,-118.44,34.06,<1H OCEAN
5308,-118.44,34.05,<1H OCEAN
5309,-118.44,34.05,<1H OCEAN
5310,-118.44,34.05,<1H OCEAN
5311,-118.43,34.06,<1H OCEAN
5312,-118.43,34.06,<1H OCEAN
5313,-118.43,34.05,<1H OCEAN
5314,-118.44,34.06,<1H OCEAN
5315,-118.42,34.06,<1H OCEAN
5316,-118.43,34.06,<1H OCEAN
5317,-118.43,34.06,<1H OCEAN
5318,-118.43,34.06,<1H OCEAN
5319,-118.42,34.06,<1H OCEAN
5320,-118.42,34.06,<1H OCEAN
5321,-118.42,34.05,<1H OCEAN
5322,-118.43,34.05,<1H OCEAN
5323,-118.43,34.05,<1H OCEAN
5324,-118.44,34.05,<1H OCEAN
5325,-118.44,34.05,<1H OCEAN
5326,-118.43,34.04,<1H OCEAN
5327,-118.45,34.05,<1H OCEAN
5328,-118.45,34.04,<1H OCEAN
5329,-118.45,34.04,<1H OCEAN
5330,-118.46,34.05,<1H OCEAN
5331,-118.45,34.05,<1H OCEAN
5332,-118.46,34.04,<1H OCEAN
5333,-118.47,34.04,<1H OCEAN
5334,-118.45,34.04,<1H OCEAN
5335,-118.46,34.04,<1H OCEAN
5336,-118.46,34.04,<1H OCEAN
5337,-118.46,34.04,<1H OCEAN
5338,-118.46,34.04,<1H OCEAN
5339,-118.45,34.04,<1H OCEAN
5340,-118.45,34.03,<1H OCEAN
5341,-118.45,34.03,<1H OCEAN
5342,-118.44,34.04,<1H OCEAN
5343,-118.44,34.04,<1H OCEAN
5344,-118.44,34.04,<1H OCEAN
5345,-118.43,34.04,<1H OCEAN
5346,-118.42,34.04,<1H OCEAN
5347,-118.43,34.04,<1H OCEAN
5348,-118.41,34.05,<1H OCEAN
5349,-118.42,34.05,<1H OCEAN
5350,-118.42,34.05,<1H OCEAN
5351,-118.4,34.05,<1H OCEAN
5352,-118.4,34.04,<1H OCEAN
5353,-118.4,34.04,<1H OCEAN
5354,-118.4,34.03,<1H OCEAN
5355,-118.41,34.03,<1H OCEAN
5356,-118.41,34.04,<1H OCEAN
5357,-118.39,34.05,<1H OCEAN
5358,-118.39,34.05,<1H OCEAN
5359,-118.4,34.05,<1H OCEAN
5360,-118.39,34.05,<1H OCEAN
5361,-118.41,34.04,<1H OCEAN
5362,-118.41,34.04,<1H OCEAN
5363,-118.41,34.03,<1H OCEAN
5364,-118.42,34.04,<1H OCEAN
5365,-118.42,34.04,<1H OCEAN
5366,-118.39,34.04,<1H OCEAN
5367,-118.39,34.04,<1H OCEAN
5368,-118.4,34.04,<1H OCEAN
5369,-118.4,34.05,<1H OCEAN
5370,-118.39,34.05,<1H OCEAN
5371,-118.38,34.04,<1H OCEAN
5372,-118.38,34.04,<1H OCEAN
5373,-118.38,34.04,<1H OCEAN
5374,-118.38,34.04,<1H OCEAN
5375,-118.38,34.04,<1H OCEAN
5376,-118.39,34.04,<1H OCEAN
5377,-118.39,34.04,<1H OCEAN
5378,-118.39,34.04,<1H OCEAN
5379,-118.39,34.03,<1H OCEAN
5380,-118.39,34.03,<1H OCEAN
5381,-118.4,34.03,<1H OCEAN
5382,-118.4,34.03,<1H OCEAN
5383,-118.41,34.03,<1H OCEAN
5384,-118.4,34.02,<1H OCEAN
5385,-118.4,34.02,<1H OCEAN
5386,-118.41,34.03,<1H OCEAN
5387,-118.41,34.02,<1H OCEAN
5388,-118.41,34.02,<1H OCEAN
5389,-118.39,34.03,<1H OCEAN
5390,-118.4,34.03,<1H OCEAN
5391,-118.38,34.03,<1H OCEAN
5392,-118.39,34.03,<1H OCEAN
5393,-118.37,34.04,<1H OCEAN
5394,-118.37,34.04,<1H OCEAN
5395,-118.38,34.03,<1H OCEAN
5396,-118.37,34.04,<1H OCEAN
5397,-118.37,34.04,<1H OCEAN
5398,-118.42,34.03,<1H OCEAN
5399,-118.43,34.03,<1H OCEAN
5400,-118.43,34.03,<1H OCEAN
5401,-118.43,34.03,<1H OCEAN
5402,-118.42,34.03,<1H OCEAN
5403,-118.44,34.03,<1H OCEAN
5404,-118.43,34.03,<1H OCEAN
5405,-118.44,34.03,<1H OCEAN
5406,-118.44,34.03,<1H OCEAN
5407,-118.44,34.03,<1H OCEAN
5408,-118.45,34.03,<1H OCEAN
5409,-118.45,34.03,<1H OCEAN
5410,-118.44,34.03,<1H OCEAN
5411,-118.44,34.02,<1H OCEAN
5412,-118.44,34.01,<1H OCEAN
5413,-118.44,34.01,<1H OCEAN
5414,-118.45,34.01,<1H OCEAN
5415,-118.45,34.01,<1H OCEAN
5416,-118.45,34.01,<1H OCEAN
5417,-118.44,34.02,<1H OCEAN
5418,-118.43,34.01,<1H OCEAN
5419,-118.44,34.02,<1H OCEAN
5420,-118.43,34.02,<1H OCEAN
5421,-118.43,34.02,<1H OCEAN
5422,-118.43,34.02,<1H OCEAN
5423,-118.42,34.03,<1H OCEAN
5424,-118.41,34.03,<1H OCEAN
5425,-118.42,34.02,<1H OCEAN
5426,-118.42,34.02,<1H OCEAN
5427,-118.42,34.02,<1H OCEAN
5428,-118.42,34.02,<1H OCEAN
5429,-118.41,34.02,<1H OCEAN
5430,-118.42,34.02,<1H OCEAN
5431,-118.42,34.02,<1H OCEAN
5432,-118.41,34.02,<1H OCEAN
5433,-118.41,34.02,<1H OCEAN
5434,-118.41,34.02,<1H OCEAN
5435,-118.42,34.01,<1H OCEAN
5436,-118.42,34.01,<1H OCEAN
5437,-118.43,34.01,<1H OCEAN
5438,-118.43,34.01,<1H OCEAN
5439,-118.43,34.01,<1H OCEAN
5440,-118.44,34.01,<1H OCEAN
5441,-118.44,34,<1H OCEAN
5442,-118.44,34,<1H OCEAN
5443,-118.45,34,<1H OCEAN
5444,-118.44,34,<1H OCEAN
5445,-118.43,34,<1H OCEAN
5446,-118.44,34,<1H OCEAN
5447,-118.44,34,<1H OCEAN
5448,-118.42,34.01,<1H OCEAN
5449,-118.42,34.01,<1H OCEAN
5450,-118.42,34,<1H OCEAN
5451,-118.43,34,<1H OCEAN
5452,-118.46,34.01,<1H OCEAN
5453,-118.46,34,<1H OCEAN
5454,-118.46,34,<1H OCEAN
5455,-118.46,34,<1H OCEAN
5456,-118.46,34.01,<1H OCEAN
5457,-118.47,34,<1H OCEAN
5458,-118.47,34,<1H OCEAN
5459,-118.46,34,<1H OCEAN
5460,-118.47,33.99,<1H OCEAN
5461,-118.47,34,<1H OCEAN
5462,-118.47,33.99,<1H OCEAN
5463,-118.47,33.99,<1H OCEAN
5464,-118.47,33.99,<1H OCEAN
5465,-118.51,33.98,<1H OCEAN
5466,-118.48,33.99,<1H OCEAN
5467,-118.47,33.99,<1H OCEAN
5468,-118.47,33.99,<1H OCEAN
5469,-118.47,33.99,<1H OCEAN
5470,-118.47,33.99,<1H OCEAN
5471,-118.47,33.99,<1H OCEAN
5472,-118.5,33.97,<1H OCEAN
5473,-118.45,33.99,<1H OCEAN
5474,-118.46,33.99,<1H OCEAN
5475,-118.46,33.99,<1H OCEAN
5476,-118.46,34,<1H OCEAN
5477,-118.46,34,<1H OCEAN
5478,-118.45,34,<1H OCEAN
5479,-118.45,34,<1H OCEAN
5480,-118.45,34,<1H OCEAN
5481,-118.45,33.99,<1H OCEAN
5482,-118.45,33.99,<1H OCEAN
5483,-118.46,33.99,<1H OCEAN
5484,-118.46,33.99,<1H OCEAN
5485,-118.46,33.98,<1H OCEAN
5486,-118.46,33.99,<1H OCEAN
5487,-118.46,33.98,<1H OCEAN
5488,-118.5,33.97,<1H OCEAN
5489,-118.45,33.99,<1H OCEAN
5490,-118.45,33.99,<1H OCEAN
5491,-118.46,33.98,<1H OCEAN
5492,-118.46,33.97,<1H OCEAN
5493,-118.46,33.97,<1H OCEAN
5494,-118.46,33.97,<1H OCEAN
5495,-118.48,33.96,<1H OCEAN
5496,-118.4,34,<1H OCEAN
5497,-118.41,34,<1H OCEAN
5498,-118.41,34,<1H OCEAN
5499,-118.41,34,<1H OCEAN
5500,-118.42,34,<1H OCEAN
5501,-118.42,33.99,<1H OCEAN
5502,-118.43,33.99,<1H OCEAN
5503,-118.43,33.98,<1H OCEAN
5504,-118.43,33.99,<1H OCEAN
5505,-118.43,33.99,<1H OCEAN
5506,-118.42,33.99,<1H OCEAN
5507,-118.42,33.98,<1H OCEAN
5508,-118.43,33.99,<1H OCEAN
5509,-118.44,33.99,<1H OCEAN
5510,-118.41,33.99,<1H OCEAN
5511,-118.42,33.99,<1H OCEAN
5512,-118.42,33.99,<1H OCEAN
5513,-118.41,34,<1H OCEAN
5514,-118.41,33.99,<1H OCEAN
5515,-118.4,33.99,<1H OCEAN
5516,-118.41,33.98,<1H OCEAN
5517,-118.39,33.97,<1H OCEAN
5518,-118.38,33.97,<1H OCEAN
5519,-118.39,33.97,<1H OCEAN
5520,-118.39,33.97,<1H OCEAN
5521,-118.39,33.97,<1H OCEAN
5522,-118.39,33.96,<1H OCEAN
5523,-118.39,33.96,<1H OCEAN
5524,-118.36,33.98,<1H OCEAN
5525,-118.37,33.98,<1H OCEAN
5526,-118.37,33.97,<1H OCEAN
5527,-118.41,33.97,<1H OCEAN
5528,-118.41,33.97,<1H OCEAN
5529,-118.4,33.96,<1H OCEAN
5530,-118.41,33.96,<1H OCEAN
5531,-118.41,33.97,<1H OCEAN
5532,-118.41,33.97,<1H OCEAN
5533,-118.42,33.97,<1H OCEAN
5534,-118.42,33.96,<1H OCEAN
5535,-118.43,33.96,<1H OCEAN
5536,-118.43,33.96,<1H OCEAN
5537,-118.44,33.96,<1H OCEAN
5538,-118.43,33.96,<1H OCEAN
5539,-118.43,33.97,<1H OCEAN
5540,-118.42,33.96,<1H OCEAN
5541,-118.43,33.96,<1H OCEAN
5542,-118.4,33.97,<1H OCEAN
5543,-118.4,33.98,<1H OCEAN
5544,-118.4,33.98,<1H OCEAN
5545,-118.4,33.97,<1H OCEAN
5546,-118.4,33.97,<1H OCEAN
5547,-118.4,33.97,<1H OCEAN
5548,-118.4,33.96,<1H OCEAN
5549,-118.37,33.97,<1H OCEAN
5550,-118.38,33.97,<1H OCEAN
5551,-118.38,33.96,<1H OCEAN
5552,-118.38,33.95,<1H OCEAN
5553,-118.38,33.95,<1H OCEAN
5554,-118.37,33.95,<1H OCEAN
5555,-118.4,33.96,<1H OCEAN
5556,-118.41,33.96,<1H OCEAN
5557,-118.41,33.96,<1H OCEAN
5558,-118.41,33.94,<1H OCEAN
5559,-118.45,33.96,<1H OCEAN
5560,-118.45,33.96,<1H OCEAN
5561,-118.44,33.95,<1H OCEAN
5562,-118.28,33.92,<1H OCEAN
5563,-118.28,33.91,<1H OCEAN
5564,-118.29,33.9,<1H OCEAN
5565,-118.29,33.91,<1H OCEAN
5566,-118.29,33.91,<1H OCEAN
5567,-118.29,33.92,<1H OCEAN
5568,-118.28,33.88,<1H OCEAN
5569,-118.29,33.88,<1H OCEAN
5570,-118.29,33.88,<1H OCEAN
5571,-118.29,33.89,<1H OCEAN
5572,-118.29,33.87,<1H OCEAN
5573,-118.3,33.86,<1H OCEAN
5574,-118.3,33.86,<1H OCEAN
5575,-118.29,33.85,<1H OCEAN
5576,-118.31,33.84,<1H OCEAN
5577,-118.3,33.84,<1H OCEAN
5578,-118.3,33.84,<1H OCEAN
5579,-118.3,33.85,<1H OCEAN
5580,-118.3,33.83,<1H OCEAN
5581,-118.3,33.83,<1H OCEAN
5582,-118.31,33.83,<1H OCEAN
5583,-118.3,33.82,<1H OCEAN
5584,-118.3,33.82,<1H OCEAN
5585,-118.3,33.82,<1H OCEAN
5586,-118.3,33.81,<1H OCEAN
5587,-118.3,33.8,<1H OCEAN
5588,-118.31,33.8,<1H OCEAN
5589,-118.3,33.79,<1H OCEAN
5590,-118.3,33.79,<1H OCEAN
5591,-118.3,33.79,<1H OCEAN
5592,-118.3,33.78,<1H OCEAN
5593,-118.26,33.8,<1H OCEAN
5594,-118.25,33.8,<1H OCEAN
5595,-118.26,33.79,<1H OCEAN
5596,-118.25,33.79,NEAR OCEAN
5597,-118.24,33.8,NEAR OCEAN
5598,-118.23,33.8,NEAR OCEAN
5599,-118.27,33.8,<1H OCEAN
5600,-118.27,33.79,<1H OCEAN
5601,-118.27,33.79,<1H OCEAN
5602,-118.28,33.8,<1H OCEAN
5603,-118.28,33.79,<1H OCEAN
5604,-118.28,33.79,<1H OCEAN
5605,-118.28,33.78,<1H OCEAN
5606,-118.29,33.79,<1H OCEAN
5607,-118.29,33.79,<1H OCEAN
5608,-118.3,33.79,<1H OCEAN
5609,-118.3,33.8,<1H OCEAN
5610,-118.27,33.79,<1H OCEAN
5611,-118.26,33.78,NEAR OCEAN
5612,-118.27,33.79,<1H OCEAN
5613,-118.27,33.79,<1H OCEAN
5614,-118.25,33.79,NEAR OCEAN
